ExpenditureKey,ParentExpenditureKey,ThaiExpenditureName,EnglishExpenditureName
EG7115BC,EG71BC,รถไฟฟ้าแอร์พอร์ตลิ้งค์ (สิ่งของ),Airport rail link (in-kind)
EG7116A,EG71A,ค่าโดยสารเครื่องบิน (ตัวเงิน),Airfare (cash)
EG7116BC,EG71BC,ค่าโดยสารเครื่องบิน (สิ่งของ),Airfare (in-kind)
EG72A,EGA_803,รถรับส่งนักเรียน  รถรับส่งพนักงาน (ตัวเงิน),"School bus, staff-service bus (cash)"
EG72BC,EGA_803,รถรับส่งนักเรียน  รถรับส่งพนักงาน (สิ่งของ),"School bus, staff-service bus (in-kind)"
EG73A,EGA_803,รถแท็กซี่  รถสามล้อ/สามล้อเครื่อง (ตัวเงิน),"Taxi, tricycle, mortorcycle, and others (cash)"
EG73BC,EGA_803,รถแท็กซี่  รถสามล้อ/สามล้อเครื่อง (สิ่งของ),"Taxi, tricycle, mortorcycle, and others (in-kind)"
EG7301A,EG73A,ค่าโดยสารรถแท็กซี่ (ตัวเงิน),Taxi fare (cash)
EG7301BC,EG73BC,ค่าโดยสารรถแท็กซี่ (สิ่งของ),Taxi fare (in-kind)
EG7302A,EG73A,ค่าโดยสารรถจักรยานยนต์รับจ้าง (ตัวเงิน),Motorcycle fare (cash)
EG7302BC,EG73BC,ค่าโดยสารรถจักรยานยนต์รับจ้าง (สิ่งของ),Motorcycle fare (in-kind)
EG7303A,EG73A,ค่าโดยสารพาหนะอื่น ๆ (เช่น สกายแล็บ (ตัวเงิน),Others (specify) (cash)
EG7303BC,EG73BC,ค่าโดยสารพาหนะอื่น ๆ (เช่น สกายแล็บ (สิ่งของ),Others (specify) (in-kind)
EG74A,EGA_803,น้ำมันเบนซิน (ตัวเงิน),Gasoline (cash)
EG74BC,EGA_803,น้ำมันเบนซิน (สิ่งของ),Gasoline (in-kind)
EG75A,EGA_803,แก๊สโซฮอล์ (ตัวเงิน),Gasohol (cash)
EG75BC,EGA_803,แก๊สโซฮอล์ (สิ่งของ),Gasohol (in-kind)
EG7501A,EG75A,แก๊สโซฮอล์ 91 (ตัวเงิน),Gasohol 91 (cash)
EG7501BC,EG75BC,แก๊สโซฮอล์ 91 (สิ่งของ),Gasohol 91 (in-kind)
EG7502A,EG75A,แก๊สโซฮอล์ 95 (ตัวเงิน),Gasohol 95 (cash)
EG7502BC,EG75BC,แก๊สโซฮอล์ 95 (สิ่งของ),Gasohol 95 (in-kind)
EG7503A,EG75A,แก๊สโซฮอล์ E20 (ตัวเงิน),Gasohol E20 (cash)
EG7503BC,EG75BC,แก๊สโซฮอล์ E20 (สิ่งของ),Gasohol E20 (in-kind)
EG7504A,EG75A,แก๊สโซฮอล์ E85 (ตัวเงิน),Gasohol E85 (cash)
EG7504BC,EG75BC,แก๊สโซฮอล์ E85 (สิ่งของ),Gasohol E85 (in-kind)
EG76A,EGA_803,ก๊าซ NGV (ตัวเงิน),NGV gas (cash)
EG76BC,EGA_803,ก๊าซ NGV (สิ่งของ),NGV gas (in-kind)
EG77A,EGA_803,ก๊าซ LPG (ตัวเงิน),LPG gas (cash)
EG77BC,EGA_803,ก๊าซ LPG (สิ่งของ),LPG gas (in-kind)
EG78A,EGA_803,น้ำมันดีเซล (ตัวเงิน),Diesel (cash)
EG78BC,EGA_803,น้ำมันดีเซล (สิ่งของ),Diesel (in-kind)
EG7801A,EG78A,น้ำมันดีเซล (B7) (ตัวเงิน),Diesel (B7) (cash)
EG7801BC,EG78BC,น้ำมันดีเซล (B7) (สิ่งของ),Diesel (B7) (in-kind)
EG7802A,EG78A,น้ำมันดีเซล (ตัวเงิน),Diesel (cash)
EG7802BC,EG78BC,น้ำมันดีเซล (สิ่งของ),Diesel (in-kind)
EG7803A,EG78A,น้ำมันดีเซล (B7 พรีเมียม) (ตัวเงิน),Diesel (B7 Premium) (cash)
EG7803BC,EG78BC,น้ำมันดีเซล (B7 พรีเมียม) (สิ่งของ),Diesel (B7 Premium) (in-kind)
EG7804A,EG78A,น้ำมันดีเซล (B20) (ตัวเงิน),Diesel (B20) (cash)
EG7804BC,EG78BC,น้ำมันดีเซล (B20) (สิ่งของ),Diesel (B20) (in-kind)
EG781A,EGA_803,น้ำมันไบโอดีเซล (B5) (ตัวเงิน),Bio-diesel (B5) (cash)
EG781BC,EGA_803,น้ำมันไบโอดีเซล (B5) (สิ่งของ),Bio-diesel (B5) (in-kind)
EG782A,EGA_803,พลังงานทดแทนประเภทอื่น ๆ (ระบุ) (ตัวเงิน),Other types of alternative fuel (cash)
EG782BC,EGA_803,พลังงานทดแทนประเภทอื่น ๆ (ระบุ) (สิ่งของ),Other types of alternative fuel (in-kind)
EG79A,EGA_804,ค่าใช้จ่ายเดินทางไปเยี่ยมญาติ ทำบุญ (ตัวเงิน),"Visiting hometown / Relatives, (cash)"
EG79BC,EGA_804,ค่าใช้จ่ายเดินทางไปเยี่ยมญาติ ทำบุญ (สิ่งของ),"Visiting hometown / Relatives, (in-kind)"
EG80A,EGA_804,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (ตัวเงิน),Personal trip (Domestic / Abroad) (cash)
EG80BC,EGA_804,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (สิ่งของ),Personal trip (Domestic / Abroad) (in-kind)
EG8001A,EG80A,ค่าที่พัก: ในประเทศ (ตัวเงิน),Accommodation: Domestic (cash)
EG8001BC,EG80BC,ค่าที่พัก: ในประเทศ (สิ่งของ),Accommodation: Domestic (in-kind)
EG8002A,EG80A,ค่าที่พัก: ต่างประเทศ (ตัวเงิน),Accommodation: Abroad (cash)
EG8002BC,EG80BC,ค่าที่พัก: ต่างประเทศ (สิ่งของ),Accommodation: Abroad (in-kind)
EG8003A,EG80A,ค่าเครื่องบิน: ในประเทศในประเทศ (ตัวเงิน),Airfare: Domestic (cash)
EG8003BC,EG80BC,ค่าเครื่องบิน: ในประเทศ (สิ่งของ),Airfare: Domestic (in-kind)
EG8004A,EG80A,ค่าเครื่องบิน: ในประเทศต่างประเทศ (ตัวเงิน),Airfare: Abroad (cash)
EG8004BC,EG80BC,ค่าเครื่องบิน: ในประเทศต่างประเทศ (สิ่งของ),Airfare: Abroad (in-kind)
EG8005A,EG80A,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ในประเทศ (ตัวเงิน),"Other expenses (e.g. vehicle, fuel cost, etc.): Domestic (cash)"
EG8005BC,EG80BC,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ในประเทศ (สิ่งของ),"Other expenses (e.g. vehicle, fuel cost, etc.): Domestic (in-kind)"
EG8006A,EG80A,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ต่างประเทศ (ตัวเงิน),"Other expenses (e.g. vehicle, fuel cost, etc.): Abroad (cash)"
EG8006BC,EG80BC,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ต่างประเทศ (สิ่งของ),"Other expenses (e.g. vehicle, fuel cost, etc.): Abroad (in-kind)"
EG81A,EGA_804,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์ (ตัวเงิน),Package tour (Domestic / Abroad) (cash)
EG81BC,EGA_804,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์ (สิ่งของ),Package tour (Domestic / Abroad) (in-kind)
EG8101A,EG81A,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ในประเทศ (ตัวเงิน),Package tour: Domestic (cash)
EG8101BC,EG81BC,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ในประเทศ (สิ่งของ),Package tour: Domestic (in-kind)
EG8102A,EG81A,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ต่างประเทศ (ตัวเงิน),Package tour: Abroad (cash)
EG8102BC,EG81BC,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ต่างประเทศ (สิ่งของ),Package tour: Abroad (in-kind)
EG82A,EGA_804,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ในประเทศ (ตัวเงิน),Expense on goods/souvenir: Domestic (cash)
EG82BC,EGA_804,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ในประเทศ (สิ่งของ),Expense on goods/souvenir: Domestic (in-kind)
EG83A,EGA_804,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ต่างประเทศ (ตัวเงิน),Expense on goods/souvenir: Abroad (cash)
EG83BC,EGA_804,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ต่างประเทศ (สิ่งของ),Expense on goods/souvenir: Abroad (in-kind)
EG84A,EGA_805,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (ตัวเงิน),Expense / Repair all types of telephones (cash)
EG84BC,EGA_805,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (สิ่งของ),Expense / Repair all types of telephones (in-kind)
EG8401A,EG84A,เครื่องโทรศัพท์บ้าน (รวม ค่าบริการติดตั้ง) (ตัวเงิน),Telephone (Including installment fee) (cash)
EG8401BC,EG84BC,เครื่องโทรศัพท์บ้าน (รวม ค่าบริการติดตั้ง) (สิ่งของ),Telephone (Including installment fee) (in-kind)
EG8402A,EG84A,ค่าเครื่อง (ตัวเงิน),Handset (cash)
EG8402BC,EG84BC,ค่าเครื่อง (สิ่งของ),Handset (in-kind)
EG8403A,EG84A,แบตเตอรี่สำรอง (ตัวเงิน),Power Bank (cash)
EG8403BC,EG84BC,แบตเตอรี่สำรอง (สิ่งของ),Power Bank (in-kind)
EG8404A,EG84A,หูฟัง (ตัวเงิน),Earphone (cash)
EG8404BC,EG84BC,หูฟัง (สิ่งของ),Earphone (in-kind)
EG8405A,EG84A,อุปกรณ์เสริมอื่น ๆ (ตัวเงิน),Other accessories (cash)
EG8405BC,EG84BC,อุปกรณ์เสริมอื่น ๆ (สิ่งของ),Other accessories (in-kind)
EG8406A,EG84A,ค่าซ่อมโทรศัพท์ทุกประเภท (ตัวเงิน),Repair all types of telephones (cash)
EG8406BC,EG84BC,ค่าซ่อมโทรศัพท์ทุกประเภท (สิ่งของ),Repair all types of telephones (in-kind)
EG8407A,EG84A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG8407BC,EG84BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG85A,EGA_805,ค่าใช้บริการและค่าโทร  โทรศัพท์ทุกประเภท (ตัวเงิน),Telephone rate and service (cash)
EG85BC,EGA_805,ค่าใช้บริการและค่าโทร  โทรศัพท์ทุกประเภท (สิ่งของ),Telephone rate and service (in-kind)
EG8501A,EG85A,โทรศัพท์บ้าน/โทรศัพท์สาธารณะ (ตัวเงิน),Landline phone / Public phone (cash)
EG8501BC,EG85BC,โทรศัพท์บ้าน/โทรศัพท์สาธารณะ (สิ่งของ),Landline phone / Public phone (in-kind)
EG8502A,EG85A,โทรศัพท์เคลื่อนที่/มือถือ (ตัวเงิน),Mobile phone (cash)
EG8502BC,EG85BC,โทรศัพท์เคลื่อนที่/มือถือ (สิ่งของ),Mobile phone (in-kind)
EG86A,EGA_805,ค่าสมาชิกและค่าบริการใช้อินเทอร์เน็ต (ตัวเงิน),Internet membership services (cash)
EG86BC,EGA_805,ค่าสมาชิกและค่าบริการใช้อินเทอร์เน็ต (สิ่งของ),Internet membership services (in-kind)
EG8601A,EG86A,ค่าอินเทอร์เน็ตบ้าน (ตัวเงิน),Home internet charges (cash)
EG8601BC,EG86BC,ค่าอินเทอร์เน็ตบ้าน (สิ่งของ),Home internet charges (in-kind)
EG8602A,EG86A,ค่าอินเทอร์เน็ตเคลื่อนที่/มือถือ (ตัวเงิน),Mobile internet charges (cash)
EG8602BC,EG86BC,ค่าอินเทอร์เน็ตเคลื่อนที่/มือถือ (สิ่งของ),Mobile internet charges (in-kind)
EG87A,EGA_805,ค่าใช้จ่ายอื่น ๆ (เช่น แสตมป์ ไปรษณียากร (ตัวเงิน),Other expenses (cash)
EG87BC,EGA_805,ค่าใช้จ่ายอื่น ๆ (เช่น แสตมป์ ไปรษณียากร (สิ่งของ),Other expenses (in-kind)
EG8701A,EG87A,ค่าส่งพัสดุในประเทศ (ตัวเงิน),Domestic parcel delivery fee (cash)
EG8701BC,EG87BC,ค่าส่งพัสดุในประเทศ (สิ่งของ),Domestic parcel delivery fee (in-kind)
EG8702A,EG87A,ค่าส่งพัสดุต่างประเทศ (ตัวเงิน),International parcel delivery fee (cash)
EG8702BC,EG87BC,ค่าส่งพัสดุต่างประเทศ (สิ่งของ),International parcel delivery fee (in-kind)
EG8703A,EG87A,ดวงตราไปรษณียากร (แสตมป์) และอื่น ๆ (ตัวเงิน),Postage (cash)
EG8703BC,EG87BC,ดวงตราไปรษณียากร (แสตมป์) และอื่น ๆ (สิ่งของ),Postage (in-kind)
EG88A,EGA_9,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาของรัฐ (ตัวเงิน),Tuition and school fees-public academy (cash)
EG88BC,EGA_9,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาของรัฐ (สิ่งของ),Tuition and school fees-public academy (in-kind)
EG8801A,EG88A,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาของรัฐ ระดับก่อนประถม/ประถมศึกษา (ตัวเงิน),Tuition and school fees-public academy : Pre-primary / Primary education (cash)
EG8801BC,EG88BC,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาของรัฐ ระดับก่อนประถม/ประถมศึกษา (สิ่งของ),Tuition and school fees-public academy : Pre-primary / Primary education (in-kind)
EG8802A,EG88A,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาของรัฐ ระดับมัธยมศึกษา (ตัวเงิน),Tuition and school fees-public academy : Lower / Upper secondary education (cash)
EG8802BC,EG88BC,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาของรัฐ ระดับมัธยมศึกษา (สิ่งของ),Tuition and school fees-public academy : Lower / Upper secondary education (in-kind)
EG8803A,EG88A,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาของรัฐ ระดับเทคนิคและอาชีวะ (ปวช./ปวส.) (ตัวเงิน),Tuition and school fees-public academy : Post-secondary education (vocational) (cash)
EG8803BC,EG88BC,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาของรัฐ ระดับเทคนิคและอาชีวะ (ปวช./ปวส.) (สิ่งของ),Tuition and school fees-public academy : Post-secondary education (vocational) (in-kind)
EG8804A,EG88A,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาของรัฐ ระดับอุดมศึกษาขึ้นไป (ตัวเงิน),Tuition and school fees-public academy : University education (cash)
EG8804BC,EG88BC,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาของรัฐ ระดับอุดมศึกษาขึ้นไป (สิ่งของ),Tuition and school fees-public academy : University education (in-kind)
EG89A,EGA_9,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาเอกชน (ตัวเงิน),Tuition and school fees-private academy (cash)
EG89BC,EGA_9,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาเอกชน (สิ่งของ),Tuition and school fees-private academy (in-kind)
EG8901A,EG89A,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาเอกชน ระดับก่อนประถม/ประถมศึกษา (ตัวเงิน),Tuition and school fees-private academy : Pre-primary / Primary education (cash)
EG8901BC,EG89BC,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาเอกชน ระดับก่อนประถม/ประถมศึกษา (สิ่งของ),Tuition and school fees-private academy : Pre-primary / Primary education (in-kind)
EG8902A,EG89A,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาเอกชน ระดับมัธยมศึกษา (ตัวเงิน),Tuition and school fees-private academy : Lower / Upper secondary education (cash)
EG8902BC,EG89BC,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาเอกชน ระดับมัธยมศึกษา (สิ่งของ),Tuition and school fees-private academy : Lower / Upper secondary education (in-kind)
EG8903A,EG89A,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาเอกชน ระดับเทคนิคและอาชีวะ (ปวช./ปวส.) (ตัวเงิน),Tuition and school fees-private academy : Post-secondary education (vocational) (cash)
EG8903BC,EG89BC,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาเอกชน ระดับเทคนิคและอาชีวะ (ปวช./ปวส.) (สิ่งของ),Tuition and school fees-private academy : Post-secondary education (vocational) (in-kind)
EG8904A,EG89A,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาเอกชน ระดับอุดมศึกษาขึ้นไป (ตัวเงิน),Tuition and school fees-private academy : University education (cash)
EG8904BC,EG89BC,ค่าเล่าเรียน/ค่าธรรมเนียม/ค่าบำรุงการศึกษา ในโรงเรียนหรือสถานศึกษาเอกชน ระดับอุดมศึกษาขึ้นไป (สิ่งของ),Tuition and school fees-private academy : University education (in-kind)
EG90A,EGA_9,ค่าหนังสือ เครื่องเขียน และอุปกรณ์ในการเรียน (ตัวเงิน),"Text books, school equipment (cash)"
EG90BC,EGA_9,ค่าหนังสือ เครื่องเขียน และอุปกรณ์ในการเรียน (สิ่งของ),"Text books, school equipment (in-kind)"
EG9001A,EG90A,ค่าหนังสือ/แบบเรียน (ตัวเงิน),Text books (cash)
EG9001BC,EG90BC,ค่าหนังสือ/แบบเรียน (สิ่งของ),Text books (in-kind)
EG9002A,EG90A,กระเป๋านักเรียน (ตัวเงิน),Schoolbag (cash)
EG9002BC,EG90BC,กระเป๋านักเรียน (สิ่งของ),Schoolbag (in-kind)
EG9003A,EG90A,เครื่องเขียน และอุปกรณ์การเรียนอื่น ๆ (ตัวเงิน),Stationery and other school supplies (cash)
EG9003BC,EG90BC,เครื่องเขียน และอุปกรณ์การเรียนอื่น ๆ (สิ่งของ),Stationery and other school supplies (in-kind)
EG91A,EGA_9,ค่าเรียนพิเศษ เรียนวิชาชีพ เรียนดนตรี/ (ตัวเงิน),Special learning course (cash)
EG91BC,EGA_9,ค่าเรียนพิเศษ เรียนวิชาชีพ เรียนดนตรี/ (สิ่งของ),Special learning course (in-kind)
EG9101A,EG91A,วิชาการ (ภาษาต่างประเทศ/วิทย์ คณิต/ (ตัวเงิน),Academic (Foreign language / Science / (cash)
EG9101BC,EG91BC,วิชาการ (ภาษาต่างประเทศ/วิทย์ คณิต/ (สิ่งของ),Academic (Foreign language / Science / (in-kind)
EG9102A,EG91A,สันทนาการและอื่น ๆ (ตัวเงิน),Recreation (Music / Thai dance / Sing ) (cash)
EG9102BC,EG91BC,สันทนาการและอื่น ๆ (สิ่งของ),Recreation (Music / Thai dance / Sing ) (in-kind)
EG92A,EGA_9,ค่าใช้จ่ายอื่น ๆ (ตัวเงิน),Other education expenses (cash)
EG92BC,EGA_9,ค่าใช้จ่ายอื่น ๆ (สิ่งของ),Other education expenses (in-kind)
EG9201A,EG92A,ค่าถ่ายเอกสาร (ตัวเงิน),Photocopy (cash)
EG9201BC,EG92BC,ค่าถ่ายเอกสาร (สิ่งของ),Photocopy (in-kind)
EG9202A,EG92A,อื่น ๆ (เช่น ค่าจัดทำรายงาน (ตัวเงิน),"Others (e.g. reparing report, etc.) (specify) (cash)"
EG9202BC,EG92BC,อื่น ๆ (เช่น ค่าจัดทำรายงาน (สิ่งของ),"Others (e.g. reparing report, etc.) (specify) (in-kind)"
EG93A,EGA_1001,โทรทัศน์ วิทยุ วีซีดี/ดีวีดี/บลูเรย์ (ตัวเงิน),"Television, Radio, VCD / DVD / Blu-ray player (cash)"
EG93BC,EGA_1001,โทรทัศน์ วิทยุ วีซีดี/ดีวีดี/บลูเรย์ (สิ่งของ),"Television, Radio, VCD / DVD / Blu-ray player (in-kind)"
EG9301A,EG93A,เครื่องโทรทัศน์ (ตัวเงิน),Television (cash)
EG9301BC,EG93BC,เครื่องโทรทัศน์ (สิ่งของ),Television (in-kind)
EG9302A,EG93A,เครื่องวิทยุ/เครื่องเล่นมีเดีย/ (ตัวเงิน),Radio / Media player / (cash)
EG9302BC,EG93BC,เครื่องวิทยุ/เครื่องเล่นมีเดีย/ (สิ่งของ),Radio / Media player / (in-kind)
EG94A,EGA_1001,กล้องถ่ายรูป/วีดีโอ เครื่องฉายภาพยนตร์ และ (ตัวเงิน),"Camera / Camcorders, movie slide, projector (cash)"
EG94BC,EGA_1001,กล้องถ่ายรูป/วีดีโอ เครื่องฉายภาพยนตร์ และ (สิ่งของ),"Camera / Camcorders, movie slide, projector (in-kind)"
EG95A,EGA_1001,จานรับสัญญาณดาวเทียม กล่องทีวีดิจิทัล (ตัวเงิน),Cable TV / digital box and satellite disc (cash)
EG95BC,EGA_1001,จานรับสัญญาณดาวเทียม กล่องทีวีดิจิทัล (สิ่งของ),Cable TV / digital box and satellite disc (in-kind)
EG96A,EGA_1001,เครื่องคอมพิวเตอร์และอุปกรณ์ที่เกี่ยวข้อง (ตัวเงิน),Computer & equipments (cash)
EG96BC,EGA_1001,เครื่องคอมพิวเตอร์และอุปกรณ์ที่เกี่ยวข้อง (สิ่งของ),Computer & equipments (in-kind)
EG9601A,EG96A,เครื่องคอมพิวเตอร์ (PC / Notebook) (ตัวเงิน),Computer (PC / Notebook) (cash)
EG9601BC,EG96BC,เครื่องคอมพิวเตอร์ (PC / Notebook) (สิ่งของ),Computer (PC / Notebook) (in-kind)
EG9602A,EG96A,แทปเล็ต (Tablet)/ไอแพด (Ipad) (ตัวเงิน),Tablet / Ipad (cash)
EG9602BC,EG96BC,แทปเล็ต (Tablet)/ไอแพด (Ipad) (สิ่งของ),Tablet / Ipad (in-kind)
EG9603A,EG96A,เครื่องพิมพ์/เครื่องสแกน (ตัวเงิน),Printer / Scanner (cash)
EG9603BC,EG96BC,เครื่องพิมพ์/เครื่องสแกน (สิ่งของ),Printer / Scanner (in-kind)
EG9604A,EG96A,อุปกรณ์อื่น ๆ ที่เกี่ยวข้อง (เช่น เม้าส์ (ตัวเงิน),"Others (e.g. mouse, toner, flash drive, etc.) (cash)"
EG9604BC,EG96BC,อุปกรณ์อื่น ๆ ที่เกี่ยวข้อง (เช่น เม้าส์ (สิ่งของ),"Others (e.g. mouse, toner, flash drive, etc.) (in-kind)"
EG97A,EGA_1001,อุปกรณ์กีฬา และบริหารร่างกาย (ตัวเงิน),Sport equipments and Body fitness equipments (cash)
EG97BC,EGA_1001,อุปกรณ์กีฬา และบริหารร่างกาย (สิ่งของ),Sport equipments and Body fitness equipments (in-kind)
EG98A,EGA_1001,ค่าซ่อมแซม/บำรุงรักษา และอื่น ๆ (ตัวเงิน),Repair / Maintenance and others (cash)
EG98BC,EGA_1001,ค่าซ่อมแซม/บำรุงรักษา และอื่น ๆ (สิ่งของ),Repair / Maintenance and others (in-kind)
EG9801A,EG98A,ค่าบำรุงรักษาคอมพิวเตอร์ (ตัวเงิน),Computer maintenance (cash)
EG9801BC,EG98BC,ค่าบำรุงรักษาคอมพิวเตอร์ (สิ่งของ),Computer maintenance (in-kind)
EG9802A,EG98A,ค่าซ่อม/บำรุงรักษาอื่น ๆ (ตัวเงิน),Other repair fees (cash)
EG9802BC,EG98BC,ค่าซ่อม/บำรุงรักษาอื่น ๆ (สิ่งของ),Other repair fees (in-kind)
EG99A,EGA_1002,ค่าซื้อเครื่อง/ของเล่นชนิดต่าง ๆ (ตัวเงิน),Toys (Including baby cars) (cash)
EG99BC,EGA_1002,ค่าซื้อเครื่อง/ของเล่นชนิดต่าง ๆ (สิ่งของ),Toys (Including baby cars) (in-kind)
EG100A,EGA_1002,ค่าซื้อสัตว์เลี้ยง/อุปกรณ์เลี้ยงสัตว์ (ตัวเงิน),Pets and pet equipments (cash)
EG100BC,EGA_1002,ค่าซื้อสัตว์เลี้ยง/อุปกรณ์เลี้ยงสัตว์ (สิ่งของ),Pets and pet equipments (in-kind)
EG10001A,EG100A,ค่าซื้อสัตว์เลี้ยง (ตัวเงิน),Pet purchase fee (cash)
EG10001BC,EG100BC,ค่าซื้อสัตว์เลี้ยง (สิ่งของ),Pet purchase fee (in-kind)
EG10002A,EG100A,ค่าอุปกรณ์สัตว์เลี้ยง (ตัวเงิน),Pet equipments (cash)
EG10002BC,EG100BC,ค่าอุปกรณ์สัตว์เลี้ยง (สิ่งของ),Pet equipments (in-kind)
EG10003A,EG100A,ค่าอาหารสัตว์ (ตัวเงิน),Pet food (cash)
EG10003BC,EG100BC,ค่าอาหารสัตว์ (สิ่งของ),Pet food (in-kind)
EG10004A,EG100A,ค่าอาบน้ำและค่าตัดตกแต่งขนสัตว์เลี้ยง (ตัวเงิน),Pet bath fee / Pet fur cutting (cash)
EG10004BC,EG100BC,ค่าอาบน้ำและค่าตัดตกแต่งขนสัตว์เลี้ยง (สิ่งของ),Pet bath fee / Pet fur cutting (in-kind)
EG10005A,EG100A,ค่ารักษาพยาบาล ทำหมัน (ตัวเงิน),"Medical expenses, sterilize animals, (cash)"
EG10005BC,EG100BC,ค่ารักษาพยาบาล ทำหมัน (สิ่งของ),"Medical expenses, sterilize animals, (in-kind)"
EG10006A,EG100A,ค่าแชมพูสัตว์เลี้ยงและอื่น ๆ (ตัวเงิน),Pet shampoo and others (cash)
EG10006BC,EG100BC,ค่าแชมพูสัตว์เลี้ยงและอื่น ๆ (สิ่งของ),Pet shampoo and others (in-kind)
EG101A,EGA_1002,ค่าต้นไม้/พันธุ์ไม้ประดับ/ดอกไม้สด (ตัวเงิน),Tree / Garden tree / flower (cash)
EG101BC,EGA_1002,ค่าต้นไม้/พันธุ์ไม้ประดับ/ดอกไม้สด (สิ่งของ),Tree / Garden tree / flower (in-kind)
EG10101A,EG101A,ค่าต้นไม้/พันธุ์ไม้ประดับ/ดอกไม้สด (ตัวเงิน),Tree / Garden tree / flower (cash)
EG10101BC,EG101BC,ค่าต้นไม้/พันธุ์ไม้ประดับ/ดอกไม้สด (สิ่งของ),Tree / Garden tree / flower (in-kind)
EG10102A,EG101A,"ปุ๋ย, ดิน (ตัวเงิน)","Fertilizer, soil (cash)"
EG10102BC,EG101BC,"ปุ๋ย, ดิน (สิ่งของ)","Fertilizer, soil (in-kind)"
EG10103A,EG101A,อุปกรณ์ทำสวนและอื่น ๆ (ตัวเงิน),Gardening tools and others (cash)
EG10103BC,EG101BC,อุปกรณ์ทำสวนและอื่น ๆ (สิ่งของ),Gardening tools and others (in-kind)
EG102A,EGA_1002,ค่าซื้อ/เช่าวีซีดี/ดีวีดี  ค่าสมาชิกเคเบิลทีวี (ตัวเงิน),Purchasing / Renting VCD / DVD (cash)
